C3;TotalEdgeLength;EdgeMean;EdgeRatio;EdgeStdDev;
0,9499994;46,9790087938309;2,472579;3,889251;0,8592229;
0,9499994;46,9803175926209;2,472648;3,88936;0,859027;
0,9599994;46,823567032814;2,464398;3,877438;0,8558273;
0,9599994;46,8283252716064;2,464648;3,876469;0,8547537;
0,9599994;46,8296715021133;2,46472;3,874215;0,8540986;
0,9599994;46,829775094986;2,464725;3,874231;0,854073;
0,9599994;46,8236111402512;2,464401;3,877472;0,8558266;
0,9699994;46,680722117424;2,45688;3,858807;0,8492259;
0,9699994;46,6738586425781;2,456519;3,860793;0,850817;
0,9699994;46,6796338558197;2,456823;3,857427;0,8491452;
0,9699994;46,6806752681732;2,456878;3,858824;0,8492379;
0,9699994;46,6806406974792;2,456876;3,858806;0,8492407;
0,9799994;46,5337207317352;2,449143;3,843183;0,8443968;
0,9799994;46,533805847168;2,449148;3,843187;0,8443815;
0,9799994;46,5337499380112;2,449145;3,843226;0,8444;
0,9799994;46,5283108949661;2,448858;3,841815;0,8450529;
0,9799994;46,5270130634308;2,44879;3,845548;0,8460602;
0,9899994;46,3882989883423;2,441489;3,82673;0,8395208;
0,9899994;46,3825612068176;2,441187;3,830458;0,8412821;
0,9899994;46,3890190124512;2,441527;3,82763;0,8395784;
0,9899994;46,3888527154922;2,441519;3,827478;0,8395802;
0,9899994;46,3887301683426;2,441512;3,827262;0,8395702;
0,9999993;46,2463315725327;2,434018;3,812454;0,8348832;
0,9999993;46,2453483343124;2,433966;3,811323;0,8348235;
0,9999993;46,2458024024963;2,43399;3,81169;0,8348194;
0,9999993;46,2461702823639;2,434009;3,812349;0,8348888;
0,9999993;46,2396377325058;2,433665;3,815149;0,8365966;
;41,294133245945;2,294118;4,567169;0,8103694;
18478012085;2,308866;2,310263;0,0009901022;
0,9699994;36,9418270587921;2,308864;2,310239;0,0009830093;
0,9699994;36,9418215751648;2,308864;2,310167;0,0009796442;
0,9799994;36,823520898819;2,30147;2,302749;0,0009571901;
0,9799994;36,8235311508179;2,301471;2,302835;0,0009815014;
0,9799994;36,8235232830048;2,30147;2,302845;0,0009726295;
0,9799994;36,8235285282135;2,30147;2,302802;0,0009579593;
0,9799994;36,8235239982605;2,30147;2,302816;0,0009598236;
0,9899994;36,706954240799;2,294185;2,295519;0,0009446516;
0,9899994;36,7069268226624;2,294183;2,29548;0,0009661186;
0,9899994;36,7069540023804;2,294185;2,295456;0,0009549859;
0,9899994;36,7069592475891;2,294185;2,295535;0,0009698925;
0,9899994;36,7069602012634;2,294185;2,295504;0,0009463654;
0,9999993;36,592086315155;2,287005;2,288276;0,0009432306;
0,9999993;36,5920875072479;2,287005;2,288259;0,0009403046;
0,9999993;39,3117078542709;2,456982;3,998345;0,6302319;
0,9999993;36,5920855998993;2,287005;2,288304;0,0009339452;
0,9999993;36,5920884609222;2,287005;2,288337;0,0009564228;
44;2,098569;3,262516;0,6862265;
0,9999993;16,7885550260544;2,098569;3,262516;0,6862265;
0,9999993;16,7885550260544;2,098569;3,262516;0,6862265;
;0,0007492403;
0,9999993;15,7757114171982;1,971964;1,972914;0,0007492403;
398;1,639653;1,640113;0,0005337945;
